cluster_name,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,receiving_air_yards_per_game,mean,min,max
Bottom Tier,0.8446203796203796,1.479615800865801,8.37942754665969,0.02179880635237778,13.974219044844045,8.126785714285715,-1.2000000000000002,47.7
Elite,6.20924491057618,9.232346980504875,81.49281299024332,0.6120494727151075,97.67556184527547,171.63136842105266,16.2,294.5
High Tier,4.650525929918744,7.324012542440378,60.38863973099873,0.35475930982298476,79.49253144604873,120.6718556701031,6.6000000000000005,261.96000000000004
Low Tier,1.8410089482163623,3.0406428397084033,22.51851060755013,0.11738546550127432,32.8582198719377,31.686736111111113,0.0,97.5
Mid Tier,2.9783762212565015,4.816418580771392,39.071101320651074,0.27149688007423173,53.35960933555518,73.58,3.6,183.7
