cluster_name,passing_yards_per_game,passing_tds_per_game,interceptions_per_game,rushing_yards_per_game,rushing_tds_per_game,mean,min,max
Bottom Tier,46.77878310853518,0.20672963400236127,0.15346976256067166,4.12904606871549,0.01301742334800186,12.025123966942148,-2.3,110.2
Elite,218.93315673482786,1.4998076121739223,0.7081356329350982,46.17505296248612,0.6045124290445146,254.22606060606063,18.259999999999998,430.38000000000005
High Tier,242.9925281034825,1.643236648083587,0.6699122350682974,9.591725602439887,0.07740578582415317,215.5895238095238,19.86,417.08
Low Tier,180.39914410010667,0.8431187172898403,1.2927764704101603,8.231349902325839,0.05463856998616357,73.1149090909091,-2.88,305.36
Mid Tier,184.51189823440689,0.9292530172633979,0.6266008482098447,22.704231309828195,0.24457686296786643,144.41105882352943,12.46,347.92
