cluster_name,rushing_yards_per_game,rushing_tds_per_game,receptions_per_game,receiving_yards_per_game,receiving_tds_per_game,mean,min,max
Bottom Tier,-0.14285714285714285,0.0,1.1428571428571428,12.357142857142858,0.7857142857142857,8.485714285714286,6.1,13.2
Elite,71.11070008658386,0.6547770754572225,2.1880486116133744,16.47184134053478,0.061504175029344715,181.88288461538463,9.7,333.1
High Tier,57.1068241943242,0.4191858639337631,4.183902341045198,34.367741719842556,0.23605644277913185,181.00349206349208,32.800000000000004,355.2
Low Tier,13.422858464959374,0.06587049595844753,0.6995027081654659,4.772329680491208,0.01680068717613639,20.36636655948553,-2.0,126.0
Mid Tier,31.1835603234944,0.15650260217957987,1.9904848574346545,15.078152388611315,0.07252886190512965,75.42620689655172,-0.9999999999999998,169.20000000000002
