season,player_id,games,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,fantasy_points,fantasy_points_ppr,calculated_points,position,passing_yards_per_game,passing_tds_per_game,interceptions_per_game,rushing_yards_per_game,rushing_tds_per_game,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,fantasy_points_per_game,calculated_points_per_game
2019,00-0029419,1,0.0,0,0.0,0.0,0,1,1,1.0,1,6.1,7.1,6.6,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.1,6.6
2017,00-0029492,6,0.0,0,0.0,43.0,1,6,7,33.0,0,13.6,19.6,16.6,RB,0.0,0.0,0.0,7.166666666666667,0.16666666666666666,1.0,1.1666666666666667,5.5,0.0,2.2666666666666666,2.766666666666667
2018,00-0029492,4,0.0,0,0.0,0.0,0,2,4,13.0,0,1.3,3.3,2.3,RB,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.25,0.0,0.325,0.575
2019,00-0029492,2,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,0.0,RB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017,00-0029493,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,PN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,00-0029528,1,0.0,0,0.0,0.0,0,1,1,4.0,0,0.4,1.4,0.9,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.4,0.9
2017,00-0029567,7,537.0,5,2.0,3.0,0,0,0,0.0,0,33.78,33.78,45.78,QB,76.71428571428571,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,4.825714285714286,6.54
2018,00-0029567,5,1413.0,7,4.0,17.0,0,1,1,15.0,0,75.72,76.72,96.22000000000001,QB,282.6,1.4,0.8,3.4,0.0,0.2,0.2,3.0,0.0,15.144,19.244000000000003
2019,00-0029567,4,736.0,3,2.0,23.0,0,0,0,0.0,0,37.74,37.74,47.739999999999995,QB,184.0,0.75,0.5,5.75,0.0,0.0,0.0,0.0,0.0,9.435,11.934999999999999
2020,00-0029567,9,1852.0,10,8.0,1.0,1,0,0,0.0,0,104.18,104.18,136.17999999999998,QB,205.77777777777777,1.1111111111111112,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,11.575555555555557,15.131111111111109
2021,00-0029567,1,250.0,1,0.0,8.0,0,0,0,0.0,0,16.8,16.8,14.8,QB,250.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.8,14.8
2022,00-0029567,2,225.0,0,4.0,8.0,0,0,0,0.0,0,1.7999999999999998,1.7999999999999998,17.8,QB,112.5,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,8.9
2017,00-0029570,1,0.0,0,0.0,14.0,0,0,0,0.0,0,1.4000000000000001,1.4000000000000001,1.4000000000000001,S,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,1.4000000000000001
2017,00-0029572,12,0.0,0,0.0,0.0,0,18,25,198.0,2,31.8,49.8,40.8,WR,0.0,0.0,0.0,0.0,0.0,1.5,2.0833333333333335,16.5,0.16666666666666666,2.65,3.4
2018,00-0029572,16,0.0,0,0.0,39.0,0,43,59,447.0,1,54.6,97.6,76.1,WR,0.0,0.0,0.0,2.4375,0.0,2.6875,3.6875,27.9375,0.0625,3.4125,4.75625
2019,00-0029572,16,0.0,0,0.0,-7.0,0,28,58,296.0,0,28.900000000000002,56.900000000000006,42.900000000000006,WR,0.0,0.0,0.0,-0.4375,0.0,1.75,3.625,18.5,0.0,1.8062500000000001,2.6812500000000004
2017,00-0029580,14,0.0,0,0.0,-3.0,0,53,87,795.0,4,103.2,156.20000000000002,129.7,WR,0.0,0.0,0.0,-0.21428571428571427,0.0,3.7857142857142856,6.214285714285714,56.785714285714285,0.2857142857142857,7.371428571428572,9.264285714285714
2018,00-0029580,5,0.0,0,0.0,0.0,0,5,9,24.0,0,2.4000000000000004,7.4,4.9,WR,0.0,0.0,0.0,0.0,0.0,1.0,1.8,4.8,0.0,0.4800000000000001,0.9800000000000001
2017,00-0029587,12,0.0,0,0.0,0.0,0,24,32,235.0,2,35.5,59.5,47.5,TE,0.0,0.0,0.0,0.0,0.0,2.0,2.6666666666666665,19.583333333333332,0.16666666666666666,2.9583333333333335,3.9583333333333335
2018,00-0029587,13,0.0,0,0.0,0.0,0,25,34,272.0,1,35.2,60.199999999999996,45.7,TE,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,2.6153846153846154,20.923076923076923,0.07692307692307693,2.707692307692308,3.5153846153846158
2019,00-0029587,10,0.0,0,0.0,0.0,0,18,28,167.0,1,22.700000000000003,40.7,31.7,TE,0.0,0.0,0.0,0.0,0.0,1.8,2.8,16.7,0.1,2.2700000000000005,3.17
2017,00-0029592,1,0.0,0,0.0,0.0,0,1,1,-4.0,0,-0.4,0.6,0.09999999999999998,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.0,0.0,-0.4,0.09999999999999998
2017,00-0029604,16,4093.0,27,13.0,179.0,4,0,0,0.0,0,277.62,277.62,339.62,QB,255.8125,1.6875,0.8125,11.1875,0.25,0.0,0.0,0.0,0.0,17.35125,21.22625
2018,00-0029604,16,4298.0,30,10.0,123.0,1,1,1,-1.0,0,282.12,283.12,330.62,QB,268.625,1.875,0.625,7.6875,0.0625,0.0625,0.0625,-0.0625,0.0,17.6325,20.66375
2019,00-0029604,15,3603.0,26,6.0,63.0,1,0,1,0.0,0,244.42000000000002,244.42000000000002,272.42,QB,240.2,1.7333333333333334,0.4,4.2,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,16.294666666666668,18.161333333333335
2020,00-0029604,16,4265.0,35,13.0,156.0,1,0,0,0.0,0,306.2,306.2,358.20000000000005,QB,266.5625,2.1875,0.8125,9.75,0.0625,0.0,0.0,0.0,0.0,19.1375,22.387500000000003
2021,00-0029604,16,4221.0,33,7.0,115.0,1,0,0,0.0,0,300.34000000000003,300.34000000000003,332.34000000000003,QB,263.8125,2.0625,0.4375,7.1875,0.0625,0.0,0.0,0.0,0.0,18.771250000000002,20.771250000000002
2022,00-0029604,17,4547.0,29,14.0,97.0,2,0,0,0.0,0,291.58,291.58,347.58,QB,267.47058823529414,1.7058823529411764,0.8235294117647058,5.705882352941177,0.11764705882352941,0.0,0.0,0.0,0.0,17.151764705882353,20.445882352941176
2023,00-0029604,8,2331.0,18,5.0,25.0,0,0,0,0.0,0,149.74,149.74,177.74,QB,291.375,2.25,0.625,3.125,0.0,0.0,0.0,0.0,0.0,18.7175,22.2175
2017,00-0029608,16,0.0,0,0.0,0.0,0,57,109,966.0,4,118.60000000000001,175.6,149.10000000000002,WR,0.0,0.0,0.0,0.0,0.0,3.5625,6.8125,60.375,0.25,7.4125000000000005,9.318750000000001
2018,00-0029608,14,0.0,0,0.0,0.0,0,76,120,1270.0,6,163.0,239.0,201.0,WR,0.0,0.0,0.0,0.0,0.0,5.428571428571429,8.571428571428571,90.71428571428571,0.42857142857142855,11.642857142857142,14.357142857142858
2019,00-0029608,10,0.0,0,0.0,0.0,0,45,68,501.0,5,80.10000000000001,125.1,102.6,WR,0.0,0.0,0.0,0.0,0.0,4.5,6.8,50.1,0.5,8.010000000000002,10.26
2020,00-0029608,15,0.0,0,0.0,0.0,0,56,93,762.0,5,108.2,164.20000000000002,134.2,WR,0.0,0.0,0.0,0.0,0.0,3.7333333333333334,6.2,50.8,0.3333333333333333,7.213333333333334,8.946666666666665
2021,00-0029608,10,0.0,0,0.0,0.0,0,23,37,331.0,3,51.1,74.10000000000001,62.6,WR,0.0,0.0,0.0,0.0,0.0,2.3,3.7,33.1,0.3,5.11,6.26
2022,00-0029608,3,0.0,0,0.0,0.0,0,7,10,121.0,0,12.1,19.1,15.600000000000001,WR,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,3.3333333333333335,40.333333333333336,0.0,4.033333333333333,5.2
2017,00-0029613,11,0.0,0,0.0,406.0,3,9,18,84.0,0,67.0,76.0,71.5,RB,0.0,0.0,0.0,36.90909090909091,0.2727272727272727,0.8181818181818182,1.6363636363636365,7.636363636363637,0.0,6.090909090909091,6.5
2018,00-0029613,16,0.0,0,0.0,723.0,4,18,24,116.0,0,101.9,119.9,116.9,RB,0.0,0.0,0.0,45.1875,0.25,1.125,1.5,7.25,0.0,6.36875,7.30625
2017,00-0029615,16,0.0,0,0.0,888.0,3,36,45,327.0,3,157.5,193.5,175.5,RB,0.0,0.0,0.0,55.5,0.1875,2.25,2.8125,20.4375,0.1875,9.84375,10.96875
2018,00-0029615,14,0.0,0,0.0,973.0,5,25,35,163.0,1,147.6,172.6,162.10000000000002,RB,0.0,0.0,0.0,69.5,0.35714285714285715,1.7857142857142858,2.5,11.642857142857142,0.07142857142857142,10.542857142857143,11.578571428571431
2020,00-0029615,1,0.0,0,0.0,0.0,0,2,2,6.0,0,0.6000000000000001,2.6,1.6,RB,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.6000000000000001,1.6
2019,00-0029623,1,1.0,0,0.0,0.0,0,0,0,0.0,0,0.04,0.04,0.04,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
2017,00-0029632,15,51.0,1,0.0,10.0,0,67,96,703.0,5,107.34,174.34,140.84,WR,3.4,0.06666666666666667,0.0,0.6666666666666666,0.0,4.466666666666667,6.4,46.86666666666667,0.3333333333333333,7.156000000000001,9.389333333333333
2018,00-0029632,16,5.0,1,0.0,44.0,0,66,94,838.0,4,116.4,182.4,149.4,WR,0.3125,0.0625,0.0,2.75,0.0,4.125,5.875,52.375,0.25,7.275,9.3375
2019,00-0029632,15,0.0,0,0.0,11.0,0,59,89,520.0,2,65.1,124.10000000000001,94.6,WR,0.0,0.0,0.0,0.7333333333333333,0.0,3.933333333333333,5.933333333333334,34.666666666666664,0.13333333333333333,4.34,6.306666666666667
2020,00-0029632,7,0.0,0,0.0,3.0,0,17,24,187.0,1,27.0,44.0,33.5,WR,0.0,0.0,0.0,0.42857142857142855,0.0,2.4285714285714284,3.4285714285714284,26.714285714285715,0.14285714285714285,3.857142857142857,4.785714285714286
2021,00-0029632,8,0.0,0,0.0,0.0,0,15,24,177.0,0,17.700000000000003,32.7,25.2,WR,0.0,0.0,0.0,0.0,0.0,1.875,3.0,22.125,0.0,2.2125000000000004,3.15
2017,00-0029634,7,0.0,0,0.0,0.0,0,4,9,88.0,1,14.8,18.8,16.8,0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.2857142857142858,12.571428571428571,0.14285714285714285,2.1142857142857143,2.4
2017,00-0029638,10,0.0,0,0.0,0.0,0,10,17,78.0,0,7.8,17.8,12.8,WR,0.0,0.0,0.0,0.0,0.0,1.0,1.7,7.8,0.0,0.78,1.28
2018,00-0029638,10,0.0,0,0.0,0.0,0,10,24,100.0,1,18.0,28.0,21.0,WR,0.0,0.0,0.0,0.0,0.0,1.0,2.4,10.0,0.1,1.8,2.1
2017,00-0029640,5,0.0,0,0.0,0.0,0,6,8,76.0,0,7.6,13.6,10.600000000000001,WR,0.0,0.0,0.0,0.0,0.0,1.2,1.6,15.2,0.0,1.52,2.12
2018,00-0029640,2,0.0,0,0.0,0.0,0,3,3,18.0,0,1.8000000000000003,4.800000000000001,3.3,WR,0.0,0.0,0.0,0.0,0.0,1.5,1.5,9.0,0.0,0.9000000000000001,1.65
2018,00-0029657,1,0.0,0,0.0,1.0,1,0,0,0.0,0,6.1,6.1,6.1,DT,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.1,6.1
2017,00-0029664,5,0.0,0,0.0,0.0,0,18,42,335.0,1,39.5,57.5,48.5,WR,0.0,0.0,0.0,0.0,0.0,3.6,8.4,67.0,0.2,7.9,9.7
2018,00-0029664,12,0.0,0,0.0,0.0,0,41,71,737.0,4,97.7,138.7,118.2,WR,0.0,0.0,0.0,0.0,0.0,3.4166666666666665,5.916666666666667,61.416666666666664,0.3333333333333333,8.141666666666667,9.85
2019,00-0029664,11,0.0,0,1.0,1.0,0,27,47,426.0,1,46.7,73.7,64.2,WR,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,2.4545454545454546,4.2727272727272725,38.72727272727273,0.09090909090909091,4.245454545454546,5.836363636363637
2021,00-0029664,9,0.0,0,0.0,0.0,0,5,14,32.0,1,9.200000000000001,14.200000000000001,11.7,WR,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,1.5555555555555556,3.5555555555555554,0.1111111111111111,1.0222222222222224,1.2999999999999998
2022,00-0029664,1,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018,00-0029665,2,21.0,0,0.0,0.0,0,0,0,0.0,0,0.84,0.84,0.84,QB,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42
2019,00-0029665,6,225.0,1,2.0,61.0,0,0,0,0.0,0,15.100000000000001,15.100000000000001,23.1,QB,37.5,0.16666666666666666,0.3333333333333333,10.166666666666666,0.0,0.0,0.0,0.0,0.0,2.516666666666667,3.85
2020,00-0029665,4,42.0,0,2.0,69.0,0,0,0,0.0,0,2.580000000000001,2.580000000000001,12.58,QB,10.5,0.0,0.5,17.25,0.0,0.0,0.0,0.0,0.0,0.6450000000000002,3.145
2018,00-0029668,16,4593.0,39,15.0,148.0,0,1,2,4.0,0,326.92,327.92,385.42,QB,287.0625,2.4375,0.9375,9.25,0.0,0.0625,0.125,0.25,0.0,20.4325,24.08875
2018,00-0029677,1,0.0,0,0.0,-1.0,0,0,0,0.0,0,-0.1,-0.1,-0.1,QB,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1
2017,00-0029682,6,1088.0,5,5.0,64.0,1,0,0,0.0,0,67.92,67.92,85.92000000000002,QB,181.33333333333334,0.8333333333333334,0.8333333333333334,10.666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,11.32,14.320000000000002
2018,00-0029682,7,1247.0,6,4.0,21.0,0,0,0,0.0,0,67.98,67.98,83.97999999999999,QB,178.14285714285714,0.8571428571428571,0.5714285714285714,3.0,0.0,0.0,0.0,0.0,0.0,9.711428571428572,11.997142857142856
2017,00-0029689,12,0.0,0,0.0,0.0,0,10,22,86.0,1,14.6,24.6,19.6,TE,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.8333333333333333,7.166666666666667,0.08333333333333333,1.2166666666666666,1.6333333333333335
2018,00-0029689,3,0.0,0,0.0,0.0,0,3,4,27.0,0,2.7,5.7,4.2,TE,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,9.0,0.0,0.9,1.4000000000000001
2018,00-0029692,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,PN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,00-0029692,1,0.0,0,0.0,-5.0,0,0,0,0.0,0,-0.5,-0.5,-0.5,PN,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5
2022,00-0029692,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,PN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,00-0029692,1,0.0,0,0.0,0.0,0,0,0,0.0,0,2.0,2.0,0.0,PN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2017,00-0029697,11,0.0,0,0.0,0.0,0,22,30,295.0,2,41.5,63.5,52.5,TE,0.0,0.0,0.0,0.0,0.0,2.0,2.727272727272727,26.818181818181817,0.18181818181818182,3.772727272727273,4.7727272727272725
2018,00-0029701,11,1979.0,17,9.0,145.0,0,1,1,3.0,1,141.96,142.96,186.46,QB,179.9090909090909,1.5454545454545454,0.8181818181818182,13.181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,12.905454545454546,16.950909090909093
2019,00-0029701,12,2742.0,22,6.0,185.0,4,0,0,0.0,0,224.18,224.18,252.18,QB,228.5,1.8333333333333333,0.5,15.416666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,18.68166666666667,21.015
2020,00-0029701,16,3819.0,34,7.0,266.0,7,1,1,0.0,0,347.36,348.36,371.86,QB,238.6875,2.125,0.4375,16.625,0.4375,0.0625,0.0625,0.0,0.0,21.71,23.24125
2021,00-0029701,17,3734.0,22,14.0,270.0,7,0,0,0.0,0,272.36,272.36,334.36,QB,219.64705882352942,1.2941176470588236,0.8235294117647058,15.882352941176471,0.4117647058823529,0.0,0.0,0.0,0.0,16.021176470588237,19.668235294117647
2022,00-0029701,12,2536.0,14,6.0,98.0,2,0,0,0.0,0,165.24,165.24,191.24,QB,211.33333333333334,1.1666666666666667,0.5,8.166666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,13.770000000000001,15.936666666666667
2023,00-0029701,9,1616.0,4,7.0,74.0,1,0,1,0.0,0,80.03999999999999,80.03999999999999,108.04,QB,179.55555555555554,0.4444444444444444,0.7777777777777778,8.222222222222221,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,8.893333333333333,12.004444444444445
2017,00-0029708,14,0.0,0,0.0,0.0,0,59,91,614.0,1,67.4,126.4,96.9,WR,0.0,0.0,0.0,0.0,0.0,4.214285714285714,6.5,43.857142857142854,0.07142857142857142,4.814285714285715,6.921428571428572
2017,00-0029731,8,0.0,0,0.0,18.0,0,5,6,47.0,1,12.500000000000002,17.5,15.0,RB,0.0,0.0,0.0,2.25,0.0,0.625,0.75,5.875,0.125,1.5625000000000002,1.875
2017,00-0029738,13,0.0,0,0.0,0.0,0,17,26,177.0,3,35.7,52.7,44.2,TE,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,2.0,13.615384615384615,0.23076923076923078,2.746153846153846,3.4000000000000004
2018,00-0029738,8,0.0,0,0.0,0.0,0,11,12,117.0,3,29.7,40.7,35.2,TE,0.0,0.0,0.0,0.0,0.0,1.375,1.5,14.625,0.375,3.7125,4.4
2019,00-0029738,15,0.0,0,0.0,0.0,0,34,48,341.0,7,76.10000000000001,110.10000000000001,93.1,TE,0.0,0.0,0.0,0.0,0.0,2.2666666666666666,3.2,22.733333333333334,0.4666666666666667,5.073333333333334,6.206666666666666
2020,00-0029738,12,0.0,0,0.0,0.0,0,21,28,312.0,4,55.2,76.2,65.7,TE,0.0,0.0,0.0,0.0,0.0,1.75,2.3333333333333335,26.0,0.3333333333333333,4.6000000000000005,5.4750000000000005
2021,00-0029738,3,0.0,0,0.0,0.0,0,4,5,43.0,0,4.300000000000001,8.3,6.3,TE,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,14.333333333333334,0.0,1.4333333333333336,2.1
2017,00-0029740,1,0.0,0,0.0,0.0,0,1,2,46.0,0,4.6000000000000005,5.6000000000000005,5.1000000000000005,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,46.0,0.0,4.6000000000000005,5.1000000000000005
2021,00-0029747,1,23.0,0,0.0,0.0,0,0,0,0.0,0,0.92,0.92,0.92,S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.92
2019,00-0029764,1,0.0,0,0.0,0.0,0,1,1,7.0,0,0.7000000000000001,1.7000000000000002,1.2000000000000002,S,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.7000000000000001,1.2000000000000002
2023,00-0029764,1,0.0,0,0.0,0.0,0,0,0,0.0,0,6.0,6.0,0.0,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2017,00-0029793,9,0.0,0,0.0,0.0,0,13,17,121.0,0,12.100000000000001,25.1,18.6,0,0.0,0.0,0.0,0.0,0.0,1.4444444444444444,1.8888888888888888,13.444444444444445,0.0,1.3444444444444446,2.066666666666667
2017,00-0029795,11,0.0,0,0.0,29.0,0,20,26,240.0,2,38.9,58.9,48.9,RB,0.0,0.0,0.0,2.6363636363636362,0.0,1.8181818181818181,2.3636363636363638,21.818181818181817,0.18181818181818182,3.536363636363636,4.445454545454545
2018,00-0029795,5,0.0,0,0.0,20.0,0,1,2,9.0,0,2.9000000000000004,3.9,3.4,RB,0.0,0.0,0.0,4.0,0.0,0.2,0.4,1.8,0.0,0.5800000000000001,0.6799999999999999
2017,00-0029848,1,0.0,0,0.0,0.0,0,3,4,30.0,0,3.0,6.0,4.5,WR,0.0,0.0,0.0,0.0,0.0,3.0,4.0,30.0,0.0,3.0,4.5
2018,00-0029848,3,0.0,0,0.0,0.0,0,2,5,17.0,0,1.7000000000000002,3.7,2.7,WR,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666667,5.666666666666667,0.0,0.5666666666666668,0.9
2017,00-0029854,16,0.0,0,0.0,1007.0,3,28,40,224.0,1,147.1,175.1,161.1,RB,0.0,0.0,0.0,62.9375,0.1875,1.75,2.5,14.0,0.0625,9.19375,10.06875
2018,00-0029854,9,0.0,0,0.0,403.0,2,5,9,41.0,1,62.4,67.4,64.9,RB,0.0,0.0,0.0,44.77777777777778,0.2222222222222222,0.5555555555555556,1.0,4.555555555555555,0.1111111111111111,6.933333333333334,7.211111111111112
2019,00-0029854,2,0.0,0,0.0,43.0,0,0,0,0.0,0,4.3,4.3,4.3,RB,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,2.15,2.15
2019,00-0029857,2,18.0,0,0.0,-1.0,0,0,0,0.0,0,0.62,0.62,0.62,QB,9.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.31,0.31
2017,00-0029878,6,0.0,0,0.0,14.0,0,1,3,10.0,0,2.4000000000000004,3.4,2.9000000000000004,TE,0.0,0.0,0.0,2.3333333333333335,0.0,0.16666666666666666,0.5,1.6666666666666667,0.0,0.4000000000000001,0.4833333333333334
2017,00-0029892,13,0.0,0,0.0,31.0,0,33,42,315.0,1,36.6,69.60000000000001,57.1,RB,0.0,0.0,0.0,2.3846153846153846,0.0,2.5384615384615383,3.230769230769231,24.23076923076923,0.07692307692307693,2.8153846153846156,4.392307692307693
2018,00-0029892,15,0.0,0,0.0,30.0,0,30,41,324.0,1,37.400000000000006,67.4,56.4,RB,0.0,0.0,0.0,2.0,0.0,2.0,2.7333333333333334,21.6,0.06666666666666667,2.4933333333333336,3.76
2019,00-0029892,9,0.0,0,0.0,7.0,0,20,24,239.0,1,30.6,50.6,40.6,RB,0.0,0.0,0.0,0.7777777777777778,0.0,2.2222222222222223,2.6666666666666665,26.555555555555557,0.1111111111111111,3.4000000000000004,4.511111111111111
2020,00-0029892,16,0.0,0,0.0,64.0,2,19,29,202.0,4,62.6,81.6,72.1,RB,0.0,0.0,0.0,4.0,0.125,1.1875,1.8125,12.625,0.25,3.9125,4.50625
2021,00-0029892,15,0.0,0,0.0,22.0,1,30,38,296.0,1,43.800000000000004,73.8,58.8,RB,0.0,0.0,0.0,1.4666666666666666,0.06666666666666667,2.0,2.533333333333333,19.733333333333334,0.06666666666666667,2.9200000000000004,3.92
2022,00-0029892,13,0.0,0,0.0,26.0,1,19,23,200.0,1,34.6,53.6,44.1,RB,0.0,0.0,0.0,2.0,0.07692307692307693,1.4615384615384615,1.7692307692307692,15.384615384615385,0.07692307692307693,2.661538461538462,3.3923076923076922
2023,00-0029892,10,0.0,0,0.0,6.0,0,14,17,119.0,2,24.5,38.5,31.5,RB,0.0,0.0,0.0,0.6,0.0,1.4,1.7,11.9,0.2,2.45,3.15
2017,00-0029931,7,0.0,0,0.0,28.0,0,2,5,8.0,1,9.6,11.6,10.600000000000001,RB,0.0,0.0,0.0,4.0,0.0,0.2857142857142857,0.7142857142857143,1.1428571428571428,0.14285714285714285,1.3714285714285714,1.5142857142857145
2018,00-0029931,10,0.0,0,0.0,41.0,0,5,10,14.0,2,17.5,22.5,20.0,RB,0.0,0.0,0.0,4.1,0.0,0.5,1.0,1.4,0.2,1.75,2.0
2019,00-0029931,8,0.0,0,0.0,20.0,0,6,10,36.0,0,5.6000000000000005,11.6,8.6,RB,0.0,0.0,0.0,2.5,0.0,0.75,1.25,4.5,0.0,0.7000000000000001,1.075
2017,00-0030035,16,0.0,0,0.0,11.0,0,91,142,1276.0,4,148.70000000000002,239.70000000000002,198.20000000000002,WR,0.0,0.0,0.0,0.6875,0.0,5.6875,8.875,79.75,0.25,9.293750000000001,12.387500000000001
2018,00-0030035,16,0.0,0,0.0,30.0,0,113,153,1373.0,9,194.3,307.3,250.8,WR,0.0,0.0,0.0,1.875,0.0,7.0625,9.5625,85.8125,0.5625,12.14375,15.675
2019,00-0030035,10,0.0,0,0.0,6.0,1,30,48,418.0,6,84.4,114.4,99.4,WR,0.0,0.0,0.0,0.6,0.1,3.0,4.8,41.8,0.6,8.440000000000001,9.940000000000001
2020,00-0030035,15,0.0,0,0.0,15.0,0,74,108,925.0,14,180.0,254.0,215.0,WR,0.0,0.0,0.0,1.0,0.0,4.933333333333334,7.2,61.666666666666664,0.9333333333333333,12.0,14.333333333333334
2021,00-0030035,13,0.0,0,0.0,2.0,0,67,95,726.0,10,132.8,199.8,166.3,WR,0.0,0.0,0.0,0.15384615384615385,0.0,5.153846153846154,7.3076923076923075,55.84615384615385,0.7692307692307693,10.215384615384616,12.792307692307693
2022,00-0030035,17,0.0,0,0.0,4.0,0,70,107,716.0,6,110.0,180.0,143.0,WR,0.0,0.0,0.0,0.23529411764705882,0.0,4.117647058823529,6.294117647058823,42.11764705882353,0.35294117647058826,6.470588235294118,8.411764705882353
2023,00-0030035,17,0.0,0,0.0,6.0,0,103,137,1014.0,4,128.0,231.0,177.5,WR,0.0,0.0,0.0,0.35294117647058826,0.0,6.0588235294117645,8.058823529411764,59.64705882352941,0.23529411764705882,7.529411764705882,10.441176470588236
2017,00-0030061,14,0.0,0,0.0,0.0,0,74,110,824.0,8,128.4,202.4,167.4,TE,0.0,0.0,0.0,0.0,0.0,5.285714285714286,7.857142857142857,58.857142857142854,0.5714285714285714,9.171428571428573,11.957142857142857
2018,00-0030061,16,0.0,0,0.0,0.0,0,116,156,1163.0,8,164.3,280.3,222.3,TE,0.0,0.0,0.0,0.0,0.0,7.25,9.75,72.6875,0.5,10.26875,13.89375
2019,00-0030061,15,0.0,0,0.0,0.0,0,88,135,916.0,6,127.60000000000001,215.6,171.60000000000002,TE,0.0,0.0,0.0,0.0,0.0,5.866666666666666,9.0,61.06666666666667,0.4,8.506666666666668,11.440000000000001
2020,00-0030061,11,0.0,0,0.0,0.0,0,36,72,335.0,1,41.5,77.5,57.5,TE,0.0,0.0,0.0,0.0,0.0,3.272727272727273,6.545454545454546,30.454545454545453,0.09090909090909091,3.772727272727273,5.2272727272727275
2021,00-0030061,17,0.0,0,0.0,4.0,0,74,112,763.0,5,106.7,180.70000000000002,143.7,TE,0.0,0.0,0.0,0.23529411764705882,0.0,4.352941176470588,6.588235294117647,44.88235294117647,0.29411764705882354,6.276470588235294,8.452941176470588
2022,00-0030061,10,0.0,0,0.0,0.0,0,47,69,406.0,4,68.6,115.60000000000001,88.1,TE,0.0,0.0,0.0,0.0,0.0,4.7,6.9,40.6,0.4,6.859999999999999,8.809999999999999
2023,00-0030061,7,0.0,0,0.0,0.0,0,27,43,187.0,1,24.700000000000003,51.7,38.2,TE,0.0,0.0,0.0,0.0,0.0,3.857142857142857,6.142857142857143,26.714285714285715,0.14285714285714285,3.528571428571429,5.457142857142857
